ticket_id,description,category,priority
PR-0689,"Sir, my thesis defense is this week and the portal will not let me download my approved supervisor sign-off, without which the committee will not allow me to defend. Regards.",Thesis,Critical
PR-1518,"My thesis defense is by tomorrow morning and the portal will not let me download my approved supervisor sign-off, without which the committee will not allow me to defend. Regards.",Thesis,Critical
PR-0145,I'd like to request re-generation of my degree fee challan as it was created under the wrong fee category. Regards.,Degree,Medium
TCK-0298,I am one of several students whose scholarship installment has been delayed causing us to accumulate late fee fines on our semester challans. Kindly expedite. Roll No: F22BLLB4M1406,Scholarship,High
PR-0111,My 6th semester result is not showing on the portal even though the declaration date has passed. Thank you.,Result,Medium
PR-0401,"Hi, my registered course list is missing one elective that I selected during registration week; could this be added back? Please look into this.",Course Registration,Medium
PR-0040,"Hi, the telephone line of the Library at Baghdad-ul-Jadeed Campus is not functioning, and this is adversely affecting the ongoing admission campaign whose deadline is within 24 hours. Kindly help.",Infrastructure / Maintenance,High
PR-1412,"Respected Sir/Madam, is it possible to link two of my accounts together, or should I just keep using them separately? Awaiting your response.",Account & Login,Low
PR-1515,"Hi, my admission at a foreign university will be cancelled if I do not submit my original transcript by this week, and the transcript office has not responded to my repeated requests. Regards.",Transcript,Critical
TCK-0381,I wish to complain about the lack of clear communication regarding changes to the examination schedule this semester.,Complaint,Medium
TCK-0254,"None of the students in our batch can log in to the portal since last night, and today is the final date for exam form submission with no extension announced. BS Mathematics",Account & Login,Critical
TCK-0106,"My repeat subject fee challan has not been generated even though the subject is showing on my result as failed, and course registration closes in two days. Roll No: F24BBECON1M7622",Course Registration,High
PR-1130,"Sir, the portal loads a little slowly on mobile sometimes; just wanted to mention it, not urgent. Kindly help.",Portal Technical Issue,Low
PR-1206,"Hi, the payroll system for the entire faculty has failed this cycle and salaries have not been disbursed to anyone, with rent and utility deadlines due by tomorrow morning for many staff members. Kindly help.",Employee Services,Critical
PR-0571,I have already submitted my thesis but I am unable to check the current status because it shows a missing registration number error. Regards.,Thesis,Medium
TCK-0201,"Despite three attempts, the portal will not save my updated CNIC on my profile, and HEC needs this exact record to complete my degree attestation this week. Roll No: F20BBELEN3M7624",Profile Update,High
PR-0765,Course registration closes at midnight by tomorrow morning and the registration module has been throwing an error for every single student in my batch since this morning.,Course Registration,Critical
PR-1078,"Kindly note: The result declaration system crashed for the entire batch of 533 students just minutes before the scheduled announcement time, and everyone is waiting anxiously. Awaiting your response.",Result,Critical
PR-0429,"Kindly note: My Turnitin account was blocked by mistake and despite raising a complaint about a week ago, it is still blocked, preventing me from submitting my assigned work due by tomorrow morning.",Account & Login,High
TCK-0096,"Subject: Request for Urgent Degree Issuance Dear Sir/Madam, I have already applied for my degree and paid the required fee/challan. However, my application is still under review. It has been two years since I completed my graduation, and I have neither received my degree nor any confirmation from the university. I kindly request you to process my application on an urgent basis and issue my degree as soon as possible, as I need it urgently for official purposes. Thank you for your consideration.",Degree,High
TCK-0268,Is clearance required even if I have no library or hostel dues?,Clearance,Low
TCK-0141,"REQUEST TO ADD MS DEGREE IN MY PERSONAL PROFILE Dear Sir, It is respectfully submitted that I have completed my MS Degree in 2024 but my degree is not added in my personal profile on MY IUB Portal. Please add my degree in personal profile and update on MY IUB Portal. Verified MS Transcript is also uploaded herewith this request. Thanking you in anticipation. Muhammad Rashid s/o Muhammad Iqbal Department of Bioinformatics, IUB",Profile Update,Medium
PR-1085,"Dear concerned team, my contract renewal has not been processed and my current contract expires tomorrow, putting my continued employment at risk. Regards.",Employee Services,High
PR-1590,"I was declared eligible on the merit list for MPhil Software Engineering but my admission fee challan is not generating, and by Friday is the last date to pay and confirm my seat. Please look into this.",Admission,High
TCK-0425,"My thesis section shows an error 'Missing Comprehensive Exam Date'; kindly contact the exam coordinator to update this on my behalf, or guide me on the process. Roll No: S24BBELEN5M3950",Thesis,Medium
PR-0795,"My repeat subject fee challan has not been generated even though the subject shows as failed on my result, and course registration closes by Friday. Kindly help.",Course Registration,High
PR-1190,Just wanted to confirm the general thesis submission format guidelines. Kindly help.,Thesis,Low
