ticket_id,description,category,priority
PR-1449,"Hi, is there a student club focused on debate that I could join? Kindly advise.",Other,Low
PR-1450,"Respected Sir/Madam, my admission application fee was paid but the status still shows 'Pending Payment' on the portal.",Admission,Medium
PR-1451,"Sir, i need a duplicate transcript copy as my original was misplaced. Could you guide me on the reissuance process? Regards.",Transcript,Medium
PR-1452,"I am formally complaining about a delay of several weeks in processing my clearance request despite multiple follow-ups, and I now have a hard deadline today.",Complaint,High
PR-1453,"Hi, i paid my urgent degree processing fee of Rs. 26,400 but the transaction has completely vanished from both my bank statement and the portal, and my visa appointment is in two days. Awaiting your response.",Fee & Challan,Critical
PR-1454,"Sir, i am escalating a critical complaint on behalf of my entire batch — none of our clearance requests have been processed for nearly two months, and our convocation, requiring proof of clearance, is in two days. Please look into this.",Complaint,Critical
PR-1455,"Hi, my account has clearly been compromised, someone changed my password and recovery email, and I no longer have any access with my degree application deadline being within 24 hours. Kindly help.",Account & Login,Critical
PR-1456,Could a water cooler be installed near the Library? Just a small suggestion. Regards.,Infrastructure / Maintenance,Low
PR-1457,"Hi, the telephone line of the Examination Department at Rahim Yar Khan Campus is not functioning, and this is adversely affecting the ongoing admission campaign whose deadline is by Friday. Regards.",Infrastructure / Maintenance,High
PR-1458,My 6th semester result is not showing on the portal even though the declaration date has passed. Please look into this.,Result,Medium
PR-1459,"Sir, i need an official letter of recommendation urgently for a scholarship application closing by Friday, and my department has not responded to my request from over a week ago. Regards.",Other,High
PR-1460,"Dear concerned team, just wanted to confirm the general examination fee amount for this term.",Examination,Low
PR-1461,"Respected Sir/Madam, my thesis submission is blocked on the portal due to a missing field error, and my defense is scheduled by Friday. Kindly help.",Thesis,High
PR-1462,"Sir, i need a duplicate transcript copy as my original was misplaced. Could you guide me on the reissuance process?",Transcript,Medium
PR-1463,"Despite paying all dues on time, I have faced continuous delays across multiple offices regarding my final clearance, now jeopardizing my job joining date within 24 hours. Kindly advise.",Complaint,High
PR-1464,"Just a minor suggestion: the response templates could be a bit more personalized, nothing urgent. Please look into this.",Complaint,Low
PR-1465,"Dear concerned team, my thesis file was rejected by the portal for an unspecified reason and the resubmission deadline is within 24 hours. Kindly advise.",Thesis,High
PR-1466,My scholarship was suddenly cancelled without any notice and I have no funds to pay within 24 hours's fee deadline; if I don't pay today I will be dropped from the semester entirely. Kindly help.,Scholarship,Critical
PR-1467,I would like to know how to request a change of campus from Baghdad-ul-Jadeed Campus to another campus. Awaiting your response.,Other,Medium
PR-1468,"Kindly note: My embassy visa interview is scheduled for tomorrow and they require my original degree as mandatory proof, which has still not been issued. Kindly help.",Degree,Critical
PR-1469,"My Turnitin account was blocked by mistake and despite raising a complaint about a week ago, it is still blocked, preventing me from submitting my assigned work due by Friday.",Account & Login,High
PR-1470,When I open the transcript section on the portal it appears empty and does not load any data.,Portal Technical Issue,Medium
PR-1471,"My profile shows a completely wrong CNIC that is blocking my degree attestation submission, which is due at the HEC office in two days, and I cannot correct it myself. Regards.",Profile Update,Critical
PR-1472,"Hi, how do I log out of the portal properly on a shared computer? Kindly help.",Account & Login,Low
PR-1473,"Respected Sir/Madam, there is an unusual, time-sensitive situation affecting hundreds of students across multiple departments that doesn't fit any specific category, and it needs immediate institutional attention today. Kindly help.",Other,Critical
PR-1474,"The telephone line of the Hostel Office at Baghdad-ul-Jadeed Campus is not functioning, and this is adversely affecting the ongoing admission campaign whose deadline is by Friday. Thank you.",Infrastructure / Maintenance,High
PR-1475,"Hi, my registration hold has still not been cleared despite clearing all dues weeks ago, and in two days is the absolute last day to register, after which I will lose the entire semester. Thank you.",Course Registration,Critical
